-5235.573242,3333.041992,-4240.001953,0.000000,0.000000,0.000000,150.000000,160.000000,150.000000,8,0
0.000000,0.000000,108.699997,0.000000,3.140000,0.000000,1.100000,1.100000,1.100000,0,0
-5199.997070,-0.001611,5608.787109,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,6,0
2300.000000,-667.687256,100.000000,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
2300.000000,-667.687317,-600.000000,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
5318.682129,44.998001,-438.967010,0.000000,0.000000,0.000000,15.000000,15.000000,15.000000,7,3
3449.322021,820.723999,4683.382324,0.000000,0.000000,0.000000,180.000000,180.000000,180.000000,8,0
-6814.083984,-0.001611,-4793.405762,0.000000,0.000000,0.000000,2.000000,2.000000,2.000000,6,4
5583.682129,59.998001,-1933.967041,0.000000,15.000000,0.000000,17.000000,17.000000,17.000000,7,3
2300.000000,-667.687317,-600.000000,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
0.000000,40.689999,0.000000,0.000000,0.818020,0.000000,22.000000,22.000000,22.000000,4,0
5875.873047,-0.001611,-4709.506836,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,6,4
-1662.067017,-180.001999,4714.749023,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,6,1
1872.332031,-0.001611,4288.964844,0.000000,0.000000,0.000000,8.000000,8.000000,8.000000,7,0
-2024.606201,-0.001611,-6507.238770,0.000000,10.000000,0.000000,0.500000,0.500000,0.500000,6,3
2300.000000,-667.687317,-600.000000,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
5927.640137,-0.001611,1201.911011,0.000000,0.900000,0.000000,0.500000,0.500000,0.500000,6,3
-2882.989014,197.989929,-4721.622070,0.000000,0.000000,0.000000,12.000000,12.000000,12.000000,7,0
2300.000000,-667.687317,-600.000000,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
456.351990,-155.001999,6558.143066,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,6,1
1332.156616,365.584015,-5155.432129,0.000000,0.000000,0.000000,120.000000,120.000000,120.000000,8,0
2803.492188,390.692963,3047.662842,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,8,0
5580.604492,-0.001611,5535.245117,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,6,2
4352.970215,-0.001611,-2639.894043,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7,0
3958.421875,848.757996,2816.964355,0.000000,0.000000,0.000000,100.000000,110.000000,100.000000,8,0
4608.567871,-0.001611,-1505.942871,0.000000,0.000000,0.000000,9.000000,9.000000,9.000000,7,1
