399,-765.932068,109.998077,-2422.481201,481,482,0.001593,0.000383,-0.999999,10,-2525.967285,220.000412,-2425.326172
1052,-1427.150513,-0.000594,-1653.527466,240,253,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
0,-2532.974365,109.998077,1974.675903,397,399,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
944,1651.117310,219.996750,-548.622070,706,715,0.499999,0.500000,0.000796,10,-2525.967285,220.000412,-2425.326172
1,436.373657,-0.000594,2419.456787,60,62,0.000796,0.500000,-0.499999,10,-2525.967285,220.000412,-2425.326172
393,-1978.531128,-0.000594,-774.428345,138,142,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
1054,-1429.252686,109.998077,-333.543945,498,531,0.999999,0.000000,0.001593,10,-2525.967285,220.000412,-2425.326172
2,1760.211914,-0.000594,1.532356,161,162,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
3,1.269978,109.998077,-661.262390,146,782,-0.001593,0.000000,0.999999,10,-2525.967285,220.000412,-2425.326172
1970,-331.571228,109.998077,1098.246704,845,846,-0.001593,0.000000,0.999999,10,-2525.967285,220.000412,-2425.326172
387,-1213.081299,-0.000594,2086.875244,40,85,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
4,-2533.149658,109.998077,2084.772949,399,400,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
1463,2306.554443,109.998077,2312.506592,309,603,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
948,2526.495605,219.996750,2312.856689,599,609,0.499999,0.500000,0.000796,10,-2525.967285,220.000412,-2425.326172
5,-2532.799316,-0.000594,1864.705322,396,399,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
397,-662.226074,219.996750,1537.856323,766,769,0.000796,0.500000,-0.499999,10,-2525.967285,220.000412,-2425.326172
6,-2528.069580,109.998077,-1105.258179,442,443,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
1457,1981.246216,-0.000594,-658.109192,150,327,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
7,1650.416626,109.998077,-108.655533,161,710,0.999999,0.000000,0.001593,10,-2525.967285,220.000412,-2425.326172
407,656.707153,-0.000594,2199.950195,26,27,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
1124,769.523010,109.998077,440.006653,111,861,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
8,876.032288,-0.000594,2640.098633,595,597,-0.001593,0.000000,0.999999,10,-2525.967285,220.000412,-2425.326172
952,444.081696,-0.000594,-2420.596191,694,697,0.001593,0.000383,-0.999999,10,-2525.967285,220.000412,-2425.326172
9,-2533.149658,-0.000594,2084.772949,399,402,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
401,-2528.594971,109.998077,-775.304382,437,439,-0.999999,0.000000,-0.001593,10,-2525.967285,220.000412,-2425.326172
1126,659.510193,-0.000594,439.831421,111,113,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
10,1646.562500,-0.000594,2311.455566,58,64,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
11,3.021717,-0.000594,-1761.220703,230,232,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
1978,1322.655640,109.998077,-1539.177490,259,520,0.001593,0.000000,-0.999999,10,-2525.967285,220.000412,-2425.326172
395,1206.336426,109.998077,2420.682861,25,591,0.001593,0.000000,-0.999999,10,-2525.967285,220.000412,-2425.326172
12,1097.766968,109.998077,1540.659180,0,1,0.001593,0.000000,-0.999999,10,-2525.967285,220.000412,-2425.326172
1471,-549.234985,-0.000594,-332.142456,152,181,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
956,2312.861572,-0.000594,-1647.782349,213,329,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
13,1207.737549,109.998077,1540.834351,0,2,0.001593,0.000000,-0.999999,10,-2525.967285,220.000412,-2425.326172
405,-655.919250,-0.000594,-2422.348145,481,484,0.001593,0.000383,-0.999999,10,-2525.967285,220.000412,-2425.326172
14,-1536.287354,-0.000594,-2203.723877,276,278,-0.000796,0.500000,0.499999,10,-2525.967285,220.000412,-2425.326172
1465,1543.907349,219.996750,-2308.789551,678,680,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
15,436.373657,109.998077,2419.456787,60,573,0.001593,0.000000,-0.999999,10,-2525.967285,220.000412,-2425.326172
415,-986.483093,-0.000594,-2092.835693,236,277,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
1132,1763.365112,-0.000594,-1978.443604,212,215,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
16,1982.647827,-0.000594,-1538.210693,285,286,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
896,-1872.021973,-0.000594,1425.832397,77,94,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
17,1097.766968,-0.000594,1540.659180,0,747,0.001593,0.000000,-0.999999,10,-2525.967285,220.000412,-2425.326172
409,766.544922,-0.000594,2310.053955,26,61,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
1134,552.475525,219.996750,-1430.390991,511,513,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
18,1317.750244,-0.000594,1541.009521,0,746,0.001593,0.000000,-0.999999,10,-2525.967285,220.000412,-2425.326172
19,218.667740,219.996750,989.109985,829,830,0.000000,1.000000,0.000000,10,-2525.967285,220.000412,-2425.326172
1922,2313.737061,109.998077,-2197.592529,352,668,-0.500796,0.000000,0.499203,10,-2525.967285,220.000412,-2425.326172
