3459.538086,-925.000000,-592.479980,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,6,3
-3377.741943,342.191010,2604.812988,0.000000,0.000000,0.000000,9.000000,9.000000,9.000000,7,0
0.000000,40.689999,0.000000,0.000000,5.788565,0.000000,22.000000,22.000000,22.000000,4,0
-260.462006,-140.000000,4317.520020,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,6,2
-710.461975,-740.000000,-3522.479980,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,6,2
0.000000,0.000000,108.699997,0.000000,3.140000,0.000000,1.100000,1.100000,1.100000,0,0
-2569.436035,-470.000000,5245.569824,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,6,0
1544.537964,-140.000000,4377.520020,0.000000,0.400000,0.000000,0.500000,0.500000,0.500000,6,3
2877.941895,-0.000323,1889.951050,0.000000,0.000000,0.000000,9.000000,9.000000,9.000000,7,2
4639.538086,-140.000000,3542.520020,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,6,4
-654.658081,960.192993,3454.170410,0.000000,0.000000,0.000000,150.000000,150.000000,150.000000,8,0
-2627.474121,-0.000323,-2163.724121,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7,0
-1842.473999,-0.000323,-2628.724121,0.000000,0.000000,0.000000,8.000000,8.000000,8.000000,7,0
-1699.999756,-0.000323,-399.999969,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
3864.538086,-140.000000,982.520020,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,6,1
-3032.474121,-0.000323,1251.276001,0.900000,0.000000,0.000000,8.000000,8.000000,8.000000,7,4
2672.328125,269.282013,1054.187012,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,8,0
-97.473999,-0.000323,-2848.724121,0.000000,0.000000,0.000000,9.000000,9.000000,9.000000,7,1
-1699.999756,-0.000323,-399.999969,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
-2440.922119,-0.000323,-3225.477051,0.000000,0.000000,0.900000,9.000000,9.000000,9.000000,7,4
1789.537964,-740.000000,-5387.479980,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,6,3
-1699.999756,-0.000323,-399.999969,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
-4138.914062,-110.000000,-810.536011,0.000000,0.000000,0.000000,0.600000,0.700000,0.600000,6,0
-2772.474121,-0.000323,2261.275879,0.000000,0.000000,0.000000,9.000000,9.000000,9.000000,7,0
-2672.474121,-0.000323,381.276001,0.000000,0.000000,0.000000,5.000000,5.000000,5.000000,7,0
-553.594971,-0.000323,-2642.278076,0.000000,0.000000,0.000000,6.000000,6.000000,6.000000,7,0
-1699.999756,-0.000323,-399.999969,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
-2305.681885,-0.000323,-2676.002930,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7,1
-1699.999756,-0.000323,-399.999969,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
-3968.914062,-110.000000,-2675.535889,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,6,0
1349.685059,266.467590,3153.983887,0.000000,0.000000,0.000000,100.000000,100.000000,100.000000,8,0
0.000000,-0.000323,2000.000122,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
0.000000,-0.000323,2000.000122,0.000000,0.000000,0.000000,3.333333,3.333333,3.333333,5,0
